id,id.2,id.1,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,clave_partido
1505,1505,1505,1930-07-22,Argentina,Chile,3.0,1.0,FIFA World Cup,Montevideo,Uruguay,True,1930-07-22_Argentina_Chile
1507,1507,1507,1930-07-26,Argentina,United States,6.0,1.0,FIFA World Cup,Montevideo,Uruguay,True,1930-07-26_Argentina_United States
1508,1508,1508,1930-07-27,Uruguay,Yugoslavia,6.0,1.0,FIFA World Cup,Montevideo,Uruguay,False,1930-07-27_Uruguay_Yugoslavia
1509,1509,1509,1930-07-30,Uruguay,Argentina,4.0,2.0,FIFA World Cup,Montevideo,Uruguay,False,1930-07-30_Uruguay_Argentina
1877,1877,1877,1934-05-27,Argentina,Sweden,2.0,3.0,FIFA World Cup,Bologna,Italy,True,1934-05-27_Argentina_Sweden
1878,1878,1878,1934-05-27,Austria,France,3.0,2.0,FIFA World Cup,Turin,Italy,True,1934-05-27_Austria_France
1879,1879,1879,1934-05-27,Belgium,Germany,2.0,5.0,FIFA World Cup,Florence,Italy,True,1934-05-27_Belgium_Germany
1880,1880,1880,1934-05-27,Brazil,Spain,1.0,3.0,FIFA World Cup,Genoa,Italy,True,1934-05-27_Brazil_Spain
1881,1881,1881,1934-05-27,Czechoslovakia,Romania,2.0,1.0,FIFA World Cup,Trieste,Italy,True,1934-05-27_Czechoslovakia_Romania
1882,1882,1882,1934-05-27,Egypt,Hungary,2.0,4.0,FIFA World Cup,Naples,Italy,True,1934-05-27_Egypt_Hungary
1883,1883,1883,1934-05-27,Italy,United States,7.0,1.0,FIFA World Cup,Rome,Italy,False,1934-05-27_Italy_United States
1884,1884,1884,1934-05-27,Netherlands,Switzerland,2.0,3.0,FIFA World Cup,Milan,Italy,True,1934-05-27_Netherlands_Switzerland
1885,1885,1885,1934-05-31,Austria,Hungary,2.0,1.0,FIFA World Cup,Bologna,Italy,True,1934-05-31_Austria_Hungary
1886,1886,1886,1934-05-31,Czechoslovakia,Switzerland,3.0,2.0,FIFA World Cup,Turin,Italy,True,1934-05-31_Czechoslovakia_Switzerland
1887,1887,1887,1934-05-31,Germany,Sweden,2.0,1.0,FIFA World Cup,Milan,Italy,True,1934-05-31_Germany_Sweden
1888,1888,1888,1934-05-31,Italy,Spain,1.0,1.0,FIFA World Cup,Florence,Italy,False,1934-05-31_Italy_Spain
1889,1889,1889,1934-06-01,Italy,Spain,1.0,0.0,FIFA World Cup,Florence,Italy,False,1934-06-01_Italy_Spain
1890,1890,1890,1934-06-03,Czechoslovakia,Germany,3.0,1.0,FIFA World Cup,Rome,Italy,True,1934-06-03_Czechoslovakia_Germany
1891,1891,1891,1934-06-03,Italy,Austria,1.0,0.0,FIFA World Cup,Milan,Italy,False,1934-06-03_Italy_Austria
1893,1893,1893,1934-06-07,Austria,Germany,2.0,3.0,FIFA World Cup,Naples,Italy,True,1934-06-07_Austria_Germany
1894,1894,1894,1934-06-10,Italy,Czechoslovakia,2.0,1.0,FIFA World Cup,Rome,Italy,False,1934-06-10_Italy_Czechoslovakia
2328,2328,2328,1938-06-04,Germany,Switzerland,1.0,1.0,FIFA World Cup,Paris,France,True,1938-06-04_Germany_Switzerland
2329,2329,2329,1938-06-05,Brazil,Poland,6.0,5.0,FIFA World Cup,Strasbourg,France,True,1938-06-05_Brazil_Poland
2330,2330,2330,1938-06-05,Cuba,Romania,3.0,3.0,FIFA World Cup,Toulouse,France,True,1938-06-05_Cuba_Romania
2331,2331,2331,1938-06-05,Czechoslovakia,Netherlands,3.0,0.0,FIFA World Cup,Le Havre,France,True,1938-06-05_Czechoslovakia_Netherlands
2332,2332,2332,1938-06-05,France,Belgium,3.0,1.0,FIFA World Cup,Colombes,France,False,1938-06-05_France_Belgium
2333,2333,2333,1938-06-05,Hungary,Indonesia,6.0,0.0,FIFA World Cup,Reims,France,True,1938-06-05_Hungary_Indonesia
2334,2334,2334,1938-06-05,Italy,Norway,2.0,1.0,FIFA World Cup,Marseille,France,True,1938-06-05_Italy_Norway
2335,2335,2335,1938-06-09,Cuba,Romania,2.0,1.0,FIFA World Cup,Toulouse,France,True,1938-06-09_Cuba_Romania
2336,2336,2336,1938-06-09,Germany,Switzerland,2.0,4.0,FIFA World Cup,Paris,France,True,1938-06-09_Germany_Switzerland
2339,2339,2339,1938-06-12,Brazil,Czechoslovakia,1.0,1.0,FIFA World Cup,Bordeaux,France,True,1938-06-12_Brazil_Czechoslovakia
2340,2340,2340,1938-06-12,Cuba,Sweden,0.0,8.0,FIFA World Cup,Antibes,France,True,1938-06-12_Cuba_Sweden
2341,2341,2341,1938-06-12,France,Italy,1.0,3.0,FIFA World Cup,Colombes,France,False,1938-06-12_France_Italy
2342,2342,2342,1938-06-12,Hungary,Switzerland,2.0,0.0,FIFA World Cup,Lille,France,True,1938-06-12_Hungary_Switzerland
2343,2343,2343,1938-06-14,Brazil,Czechoslovakia,2.0,1.0,FIFA World Cup,Bordeaux,France,True,1938-06-14_Brazil_Czechoslovakia
2345,2345,2345,1938-06-16,Brazil,Italy,1.0,2.0,FIFA World Cup,Marseille,France,True,1938-06-16_Brazil_Italy
2346,2346,2346,1938-06-16,Hungary,Sweden,5.0,1.0,FIFA World Cup,Paris,France,True,1938-06-16_Hungary_Sweden
2349,2349,2349,1938-06-19,Brazil,Sweden,4.0,2.0,FIFA World Cup,Bordeaux,France,True,1938-06-19_Brazil_Sweden
2350,2350,2350,1938-06-19,Hungary,Italy,2.0,4.0,FIFA World Cup,Colombes,France,True,1938-06-19_Hungary_Italy
3391,3391,3391,1950-06-24,Brazil,Mexico,4.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,False,1950-06-24_Brazil_Mexico
3393,3393,3393,1950-06-25,Chile,England,0.0,2.0,FIFA World Cup,Rio de Janeiro,Brazil,True,1950-06-25_Chile_England
3395,3395,3395,1950-06-25,Italy,Sweden,2.0,3.0,FIFA World Cup,São Paulo,Brazil,True,1950-06-25_Italy_Sweden
3396,3396,3396,1950-06-25,Spain,United States,3.0,1.0,FIFA World Cup,Curitiba,Brazil,True,1950-06-25_Spain_United States
3397,3397,3397,1950-06-25,Switzerland,Yugoslavia,0.0,3.0,FIFA World Cup,Belo Horizonte,Brazil,True,1950-06-25_Switzerland_Yugoslavia
3398,3398,3398,1950-06-28,Brazil,Switzerland,2.0,2.0,FIFA World Cup,São Paulo,Brazil,False,1950-06-28_Brazil_Switzerland
3399,3399,3399,1950-06-28,Mexico,Yugoslavia,1.0,4.0,FIFA World Cup,Porto Alegre,Brazil,True,1950-06-28_Mexico_Yugoslavia
3400,3400,3400,1950-06-29,Chile,Spain,0.0,2.0,FIFA World Cup,Rio de Janeiro,Brazil,True,1950-06-29_Chile_Spain
3401,3401,3401,1950-06-29,England,United States,0.0,1.0,FIFA World Cup,Belo Horizonte,Brazil,True,1950-06-29_England_United States
3402,3402,3402,1950-06-29,Paraguay,Sweden,2.0,2.0,FIFA World Cup,Curitiba,Brazil,True,1950-06-29_Paraguay_Sweden
3403,3403,3403,1950-07-01,Brazil,Yugoslavia,2.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,False,1950-07-01_Brazil_Yugoslavia
3405,3405,3405,1950-07-02,Bolivia,Uruguay,0.0,8.0,FIFA World Cup,Belo Horizonte,Brazil,True,1950-07-02_Bolivia_Uruguay
3406,3406,3406,1950-07-02,Chile,United States,5.0,2.0,FIFA World Cup,Recife,Brazil,True,1950-07-02_Chile_United States
3407,3407,3407,1950-07-02,England,Spain,0.0,1.0,FIFA World Cup,Rio de Janeiro,Brazil,True,1950-07-02_England_Spain
3408,3408,3408,1950-07-02,Italy,Paraguay,2.0,0.0,FIFA World Cup,São Paulo,Brazil,True,1950-07-02_Italy_Paraguay
3409,3409,3409,1950-07-02,Mexico,Switzerland,1.0,2.0,FIFA World Cup,Porto Alegre,Brazil,True,1950-07-02_Mexico_Switzerland
3411,3411,3411,1950-07-09,Brazil,Sweden,7.0,1.0,FIFA World Cup,Rio de Janeiro,Brazil,False,1950-07-09_Brazil_Sweden
3412,3412,3412,1950-07-09,Spain,Uruguay,2.0,2.0,FIFA World Cup,São Paulo,Brazil,True,1950-07-09_Spain_Uruguay
3415,3415,3415,1950-07-13,Brazil,Spain,6.0,1.0,FIFA World Cup,Rio de Janeiro,Brazil,False,1950-07-13_Brazil_Spain
3416,3416,3416,1950-07-13,Sweden,Uruguay,2.0,3.0,FIFA World Cup,São Paulo,Brazil,True,1950-07-13_Sweden_Uruguay
3417,3417,3417,1950-07-16,Brazil,Uruguay,1.0,2.0,FIFA World Cup,Rio de Janeiro,Brazil,False,1950-07-16_Brazil_Uruguay
3418,3418,3418,1950-07-16,Spain,Sweden,1.0,3.0,FIFA World Cup,São Paulo,Brazil,True,1950-07-16_Spain_Sweden
3956,3956,3956,1954-06-16,Austria,Scotland,1.0,0.0,FIFA World Cup,Zürich,Switzerland,True,1954-06-16_Austria_Scotland
3957,3957,3957,1954-06-16,Brazil,Mexico,5.0,0.0,FIFA World Cup,Geneva,Switzerland,True,1954-06-16_Brazil_Mexico
3958,3958,3958,1954-06-16,Czechoslovakia,Uruguay,0.0,2.0,FIFA World Cup,Bern,Switzerland,True,1954-06-16_Czechoslovakia_Uruguay
3959,3959,3959,1954-06-16,France,Yugoslavia,0.0,1.0,FIFA World Cup,Lausanne,Switzerland,True,1954-06-16_France_Yugoslavia
3960,3960,3960,1954-06-17,Belgium,England,4.0,4.0,FIFA World Cup,Basel,Switzerland,True,1954-06-17_Belgium_England
3961,3961,3961,1954-06-17,Germany,Turkey,4.0,1.0,FIFA World Cup,Bern,Switzerland,True,1954-06-17_Germany_Turkey
3962,3962,3962,1954-06-17,Hungary,South Korea,9.0,0.0,FIFA World Cup,Zürich,Switzerland,True,1954-06-17_Hungary_South Korea
3963,3963,3963,1954-06-17,Switzerland,Italy,2.0,1.0,FIFA World Cup,Lausanne,Switzerland,False,1954-06-17_Switzerland_Italy
3964,3964,3964,1954-06-19,Austria,Czechoslovakia,5.0,0.0,FIFA World Cup,Zürich,Switzerland,True,1954-06-19_Austria_Czechoslovakia
3965,3965,3965,1954-06-19,Brazil,Yugoslavia,1.0,1.0,FIFA World Cup,Lausanne,Switzerland,True,1954-06-19_Brazil_Yugoslavia
3966,3966,3966,1954-06-19,France,Mexico,3.0,2.0,FIFA World Cup,Geneva,Switzerland,True,1954-06-19_France_Mexico
3967,3967,3967,1954-06-19,Scotland,Uruguay,0.0,7.0,FIFA World Cup,Basel,Switzerland,True,1954-06-19_Scotland_Uruguay
3968,3968,3968,1954-06-20,Belgium,Italy,1.0,4.0,FIFA World Cup,Lugano,Switzerland,True,1954-06-20_Belgium_Italy
3969,3969,3969,1954-06-20,Germany,Hungary,3.0,8.0,FIFA World Cup,Basel,Switzerland,True,1954-06-20_Germany_Hungary
3970,3970,3970,1954-06-20,South Korea,Turkey,0.0,7.0,FIFA World Cup,Geneva,Switzerland,True,1954-06-20_South Korea_Turkey
3971,3971,3971,1954-06-20,Switzerland,England,0.0,2.0,FIFA World Cup,Bern,Switzerland,False,1954-06-20_Switzerland_England
3972,3972,3972,1954-06-23,Germany,Turkey,7.0,2.0,FIFA World Cup,Zürich,Switzerland,True,1954-06-23_Germany_Turkey
3973,3973,3973,1954-06-23,Switzerland,Italy,4.0,1.0,FIFA World Cup,Basel,Switzerland,False,1954-06-23_Switzerland_Italy
3974,3974,3974,1954-06-26,England,Uruguay,2.0,4.0,FIFA World Cup,Basel,Switzerland,True,1954-06-26_England_Uruguay
3975,3975,3975,1954-06-26,Switzerland,Austria,5.0,7.0,FIFA World Cup,Lausanne,Switzerland,False,1954-06-26_Switzerland_Austria
3976,3976,3976,1954-06-27,Brazil,Hungary,2.0,4.0,FIFA World Cup,Bern,Switzerland,True,1954-06-27_Brazil_Hungary
3977,3977,3977,1954-06-27,Germany,Yugoslavia,2.0,0.0,FIFA World Cup,Geneva,Switzerland,True,1954-06-27_Germany_Yugoslavia
3978,3978,3978,1954-06-30,Austria,Germany,1.0,6.0,FIFA World Cup,Basel,Switzerland,True,1954-06-30_Austria_Germany
3979,3979,3979,1954-06-30,Hungary,Uruguay,4.0,2.0,FIFA World Cup,Lausanne,Switzerland,True,1954-06-30_Hungary_Uruguay
3980,3980,3980,1954-07-03,Austria,Uruguay,3.0,1.0,FIFA World Cup,Zürich,Switzerland,True,1954-07-03_Austria_Uruguay
3981,3981,3981,1954-07-04,Germany,Hungary,3.0,2.0,FIFA World Cup,Bern,Switzerland,True,1954-07-04_Germany_Hungary
4696,4696,4696,1958-06-08,Argentina,Germany,1.0,3.0,FIFA World Cup,Malmö,Sweden,True,1958-06-08_Argentina_Germany
4697,4697,4697,1958-06-08,Austria,Brazil,0.0,3.0,FIFA World Cup,Uddevalla,Sweden,True,1958-06-08_Austria_Brazil
4698,4698,4698,1958-06-08,Czechoslovakia,Northern Ireland,0.0,1.0,FIFA World Cup,Halmstad,Sweden,True,1958-06-08_Czechoslovakia_Northern Ireland
4699,4699,4699,1958-06-08,England,Russia,2.0,2.0,FIFA World Cup,Gothenburg,Sweden,True,1958-06-08_England_Russia
4700,4700,4700,1958-06-08,France,Paraguay,7.0,3.0,FIFA World Cup,Norrköping,Sweden,True,1958-06-08_France_Paraguay
4701,4701,4701,1958-06-08,Hungary,Wales,1.0,1.0,FIFA World Cup,Sandviken,Sweden,True,1958-06-08_Hungary_Wales
4702,4702,4702,1958-06-08,Scotland,Yugoslavia,1.0,1.0,FIFA World Cup,Västerås,Sweden,True,1958-06-08_Scotland_Yugoslavia
4703,4703,4703,1958-06-08,Sweden,Mexico,3.0,0.0,FIFA World Cup,Solna,Sweden,False,1958-06-08_Sweden_Mexico
4704,4704,4704,1958-06-11,Argentina,Northern Ireland,3.0,1.0,FIFA World Cup,Halmstad,Sweden,True,1958-06-11_Argentina_Northern Ireland
4705,4705,4705,1958-06-11,Austria,Russia,0.0,2.0,FIFA World Cup,Borås,Sweden,True,1958-06-11_Austria_Russia
4706,4706,4706,1958-06-11,Brazil,England,0.0,0.0,FIFA World Cup,Gothenburg,Sweden,True,1958-06-11_Brazil_England
4707,4707,4707,1958-06-11,Czechoslovakia,Germany,2.0,2.0,FIFA World Cup,Helsingborg,Sweden,True,1958-06-11_Czechoslovakia_Germany
4708,4708,4708,1958-06-11,France,Yugoslavia,2.0,3.0,FIFA World Cup,Västerås,Sweden,True,1958-06-11_France_Yugoslavia
4709,4709,4709,1958-06-11,Mexico,Wales,1.0,1.0,FIFA World Cup,Solna,Sweden,True,1958-06-11_Mexico_Wales
4710,4710,4710,1958-06-11,Paraguay,Scotland,3.0,2.0,FIFA World Cup,Norrköping,Sweden,True,1958-06-11_Paraguay_Scotland
4711,4711,4711,1958-06-12,Sweden,Hungary,2.0,1.0,FIFA World Cup,Solna,Sweden,False,1958-06-12_Sweden_Hungary
4712,4712,4712,1958-06-15,Argentina,Czechoslovakia,1.0,6.0,FIFA World Cup,Helsingborg,Sweden,True,1958-06-15_Argentina_Czechoslovakia
4713,4713,4713,1958-06-15,Austria,England,2.0,2.0,FIFA World Cup,Borås,Sweden,True,1958-06-15_Austria_England
4714,4714,4714,1958-06-15,Brazil,Russia,2.0,0.0,FIFA World Cup,Gothenburg,Sweden,True,1958-06-15_Brazil_Russia
4715,4715,4715,1958-06-15,France,Scotland,2.0,1.0,FIFA World Cup,Örebro,Sweden,True,1958-06-15_France_Scotland
4716,4716,4716,1958-06-15,Germany,Northern Ireland,2.0,2.0,FIFA World Cup,Malmö,Sweden,True,1958-06-15_Germany_Northern Ireland
4717,4717,4717,1958-06-15,Hungary,Mexico,4.0,0.0,FIFA World Cup,Sandviken,Sweden,True,1958-06-15_Hungary_Mexico
4719,4719,4719,1958-06-15,Paraguay,Yugoslavia,3.0,3.0,FIFA World Cup,Eskilstuna,Sweden,True,1958-06-15_Paraguay_Yugoslavia
4720,4720,4720,1958-06-15,Sweden,Wales,0.0,0.0,FIFA World Cup,Solna,Sweden,False,1958-06-15_Sweden_Wales
4721,4721,4721,1958-06-17,Czechoslovakia,Northern Ireland,1.0,2.0,FIFA World Cup,Malmö,Sweden,True,1958-06-17_Czechoslovakia_Northern Ireland
4722,4722,4722,1958-06-17,England,Russia,0.0,1.0,FIFA World Cup,Gothenburg,Sweden,True,1958-06-17_England_Russia
4723,4723,4723,1958-06-17,Hungary,Wales,1.0,2.0,FIFA World Cup,Solna,Sweden,True,1958-06-17_Hungary_Wales
4724,4724,4724,1958-06-19,Brazil,Wales,1.0,0.0,FIFA World Cup,Gothenburg,Sweden,True,1958-06-19_Brazil_Wales
4725,4725,4725,1958-06-19,France,Northern Ireland,4.0,0.0,FIFA World Cup,Norrköping,Sweden,True,1958-06-19_France_Northern Ireland
4726,4726,4726,1958-06-19,Germany,Yugoslavia,1.0,0.0,FIFA World Cup,Malmö,Sweden,True,1958-06-19_Germany_Yugoslavia
4727,4727,4727,1958-06-19,Sweden,Russia,2.0,0.0,FIFA World Cup,Solna,Sweden,False,1958-06-19_Sweden_Russia
4728,4728,4728,1958-06-24,Brazil,France,5.0,2.0,FIFA World Cup,Solna,Sweden,True,1958-06-24_Brazil_France
4729,4729,4729,1958-06-24,Sweden,Germany,3.0,1.0,FIFA World Cup,Gothenburg,Sweden,False,1958-06-24_Sweden_Germany
4730,4730,4730,1958-06-28,France,Germany,6.0,3.0,FIFA World Cup,Gothenburg,Sweden,True,1958-06-28_France_Germany
4733,4733,4733,1958-06-29,Sweden,Brazil,2.0,5.0,FIFA World Cup,Solna,Sweden,False,1958-06-29_Sweden_Brazil
5501,5501,5501,1962-05-30,Argentina,Bulgaria,1.0,0.0,FIFA World Cup,Rancagua,Chile,True,1962-05-30_Argentina_Bulgaria
5502,5502,5502,1962-05-30,Brazil,Mexico,2.0,0.0,FIFA World Cup,Viña del Mar,Chile,True,1962-05-30_Brazil_Mexico
5503,5503,5503,1962-05-30,Chile,Switzerland,3.0,1.0,FIFA World Cup,Santiago,Chile,False,1962-05-30_Chile_Switzerland
5504,5504,5504,1962-05-30,Colombia,Uruguay,1.0,2.0,FIFA World Cup,Arica,Chile,True,1962-05-30_Colombia_Uruguay
5505,5505,5505,1962-05-31,Czechoslovakia,Spain,1.0,0.0,FIFA World Cup,Viña del Mar,Chile,True,1962-05-31_Czechoslovakia_Spain
5506,5506,5506,1962-05-31,England,Hungary,1.0,2.0,FIFA World Cup,Rancagua,Chile,True,1962-05-31_England_Hungary
5507,5507,5507,1962-05-31,Germany,Italy,0.0,0.0,FIFA World Cup,Santiago,Chile,True,1962-05-31_Germany_Italy
5508,5508,5508,1962-05-31,Russia,Yugoslavia,2.0,0.0,FIFA World Cup,Arica,Chile,True,1962-05-31_Russia_Yugoslavia
5509,5509,5509,1962-06-02,Argentina,England,1.0,3.0,FIFA World Cup,Rancagua,Chile,True,1962-06-02_Argentina_England
5510,5510,5510,1962-06-02,Brazil,Czechoslovakia,0.0,0.0,FIFA World Cup,Viña del Mar,Chile,True,1962-06-02_Brazil_Czechoslovakia
5511,5511,5511,1962-06-02,Chile,Italy,2.0,0.0,FIFA World Cup,Santiago,Chile,False,1962-06-02_Chile_Italy
5513,5513,5513,1962-06-02,Uruguay,Yugoslavia,1.0,3.0,FIFA World Cup,Arica,Chile,True,1962-06-02_Uruguay_Yugoslavia
5514,5514,5514,1962-06-03,Bulgaria,Hungary,1.0,6.0,FIFA World Cup,Rancagua,Chile,True,1962-06-03_Bulgaria_Hungary
5515,5515,5515,1962-06-03,Colombia,Russia,4.0,4.0,FIFA World Cup,Arica,Chile,True,1962-06-03_Colombia_Russia
5516,5516,5516,1962-06-03,Germany,Switzerland,2.0,1.0,FIFA World Cup,Santiago,Chile,True,1962-06-03_Germany_Switzerland
5517,5517,5517,1962-06-03,Mexico,Spain,0.0,1.0,FIFA World Cup,Viña del Mar,Chile,True,1962-06-03_Mexico_Spain
5520,5520,5520,1962-06-06,Argentina,Hungary,0.0,0.0,FIFA World Cup,Rancagua,Chile,True,1962-06-06_Argentina_Hungary
5521,5521,5521,1962-06-06,Brazil,Spain,2.0,1.0,FIFA World Cup,Viña del Mar,Chile,True,1962-06-06_Brazil_Spain
5522,5522,5522,1962-06-06,Chile,Germany,0.0,2.0,FIFA World Cup,Santiago,Chile,False,1962-06-06_Chile_Germany
5523,5523,5523,1962-06-06,Russia,Uruguay,2.0,1.0,FIFA World Cup,Arica,Chile,True,1962-06-06_Russia_Uruguay
5524,5524,5524,1962-06-07,Bulgaria,England,0.0,0.0,FIFA World Cup,Rancagua,Chile,True,1962-06-07_Bulgaria_England
5525,5525,5525,1962-06-07,Colombia,Yugoslavia,0.0,5.0,FIFA World Cup,Arica,Chile,True,1962-06-07_Colombia_Yugoslavia
5526,5526,5526,1962-06-07,Czechoslovakia,Mexico,1.0,3.0,FIFA World Cup,Viña del Mar,Chile,True,1962-06-07_Czechoslovakia_Mexico
5527,5527,5527,1962-06-07,Italy,Switzerland,3.0,0.0,FIFA World Cup,Santiago,Chile,True,1962-06-07_Italy_Switzerland
5529,5529,5529,1962-06-10,Brazil,England,3.0,1.0,FIFA World Cup,Viña del Mar,Chile,True,1962-06-10_Brazil_England
5530,5530,5530,1962-06-10,Chile,Russia,2.0,1.0,FIFA World Cup,Arica,Chile,False,1962-06-10_Chile_Russia
5531,5531,5531,1962-06-10,Czechoslovakia,Hungary,1.0,0.0,FIFA World Cup,Rancagua,Chile,True,1962-06-10_Czechoslovakia_Hungary
5532,5532,5532,1962-06-10,Germany,Yugoslavia,0.0,1.0,FIFA World Cup,Santiago,Chile,True,1962-06-10_Germany_Yugoslavia
5534,5534,5534,1962-06-13,Chile,Brazil,2.0,4.0,FIFA World Cup,Santiago,Chile,False,1962-06-13_Chile_Brazil
5535,5535,5535,1962-06-13,Czechoslovakia,Yugoslavia,3.0,1.0,FIFA World Cup,Viña del Mar,Chile,True,1962-06-13_Czechoslovakia_Yugoslavia
5536,5536,5536,1962-06-16,Chile,Yugoslavia,1.0,0.0,FIFA World Cup,Santiago,Chile,False,1962-06-16_Chile_Yugoslavia
5537,5537,5537,1962-06-17,Brazil,Czechoslovakia,3.0,1.0,FIFA World Cup,Santiago,Chile,True,1962-06-17_Brazil_Czechoslovakia
6696,6696,6696,1966-07-11,England,Uruguay,0.0,0.0,FIFA World Cup,London,England,False,1966-07-11_England_Uruguay
6697,6697,6697,1966-07-12,Brazil,Bulgaria,2.0,0.0,FIFA World Cup,Liverpool,England,True,1966-07-12_Brazil_Bulgaria
6698,6698,6698,1966-07-12,Germany,Switzerland,5.0,0.0,FIFA World Cup,Sheffield,England,True,1966-07-12_Germany_Switzerland
6699,6699,6699,1966-07-12,North Korea,Russia,0.0,3.0,FIFA World Cup,Middlesbrough,England,True,1966-07-12_North Korea_Russia
6700,6700,6700,1966-07-13,Argentina,Spain,2.0,1.0,FIFA World Cup,Birmingham,England,True,1966-07-13_Argentina_Spain
6701,6701,6701,1966-07-13,Chile,Italy,0.0,2.0,FIFA World Cup,Sunderland,England,True,1966-07-13_Chile_Italy
6702,6702,6702,1966-07-13,France,Mexico,1.0,1.0,FIFA World Cup,London,England,True,1966-07-13_France_Mexico
6703,6703,6703,1966-07-13,Hungary,Portugal,1.0,3.0,FIFA World Cup,Manchester,England,True,1966-07-13_Hungary_Portugal
6704,6704,6704,1966-07-15,Brazil,Hungary,1.0,3.0,FIFA World Cup,Liverpool,England,True,1966-07-15_Brazil_Hungary
6705,6705,6705,1966-07-15,Chile,North Korea,1.0,1.0,FIFA World Cup,Middlesbrough,England,True,1966-07-15_Chile_North Korea
6706,6706,6706,1966-07-15,France,Uruguay,1.0,2.0,FIFA World Cup,London,England,True,1966-07-15_France_Uruguay
6707,6707,6707,1966-07-15,Spain,Switzerland,2.0,1.0,FIFA World Cup,Sheffield,England,True,1966-07-15_Spain_Switzerland
6708,6708,6708,1966-07-16,Argentina,Germany,0.0,0.0,FIFA World Cup,Birmingham,England,True,1966-07-16_Argentina_Germany
6709,6709,6709,1966-07-16,Bulgaria,Portugal,0.0,3.0,FIFA World Cup,Manchester,England,True,1966-07-16_Bulgaria_Portugal
6710,6710,6710,1966-07-16,England,Mexico,2.0,0.0,FIFA World Cup,London,England,False,1966-07-16_England_Mexico
6711,6711,6711,1966-07-16,Italy,Russia,0.0,1.0,FIFA World Cup,Sunderland,England,True,1966-07-16_Italy_Russia
6713,6713,6713,1966-07-19,Argentina,Switzerland,2.0,0.0,FIFA World Cup,Sheffield,England,True,1966-07-19_Argentina_Switzerland
6714,6714,6714,1966-07-19,Brazil,Portugal,1.0,3.0,FIFA World Cup,Liverpool,England,True,1966-07-19_Brazil_Portugal
6715,6715,6715,1966-07-19,Italy,North Korea,0.0,1.0,FIFA World Cup,Middlesbrough,England,True,1966-07-19_Italy_North Korea
6716,6716,6716,1966-07-19,Mexico,Uruguay,0.0,0.0,FIFA World Cup,London,England,True,1966-07-19_Mexico_Uruguay
6717,6717,6717,1966-07-20,Bulgaria,Hungary,1.0,3.0,FIFA World Cup,Manchester,England,True,1966-07-20_Bulgaria_Hungary
6718,6718,6718,1966-07-20,Chile,Russia,1.0,2.0,FIFA World Cup,Sunderland,England,True,1966-07-20_Chile_Russia
6719,6719,6719,1966-07-20,England,France,2.0,0.0,FIFA World Cup,London,England,False,1966-07-20_England_France
6720,6720,6720,1966-07-20,Germany,Spain,2.0,1.0,FIFA World Cup,Birmingham,England,True,1966-07-20_Germany_Spain
6722,6722,6722,1966-07-23,England,Argentina,1.0,0.0,FIFA World Cup,London,England,False,1966-07-23_England_Argentina
6723,6723,6723,1966-07-23,Germany,Uruguay,4.0,0.0,FIFA World Cup,Sheffield,England,True,1966-07-23_Germany_Uruguay
